Name,Country,Position,ShirtNumber,Attack,Goals,Confederation
Jepthe Francois,Turks and Caicos Islands,DEF,#4,2,0,CONCACAF
Wildin Calixte,Turks and Caicos Islands,DEF,#5,2,0,CONCACAF
Jeff Beljour,Turks and Caicos Islands,MID,#6,4,0,CONCACAF
Jose Elcius,Turks and Caicos Islands,MID,#7,4,0,CONCACAF
Marco Fenelus,Turks and Caicos Islands,MID,#8,6,0,CONCACAF
Stevens Derilien,Turks and Caicos Islands,MID,#9,6,0,CONCACAF
Lenford Singh,Turks and Caicos Islands,ATK,#10,10,0,CONCACAF
Fred Dorvil,Turks and Caicos Islands,ATK,#11,10,0,CONCACAF
Erik Mozzo,US Virgin Islands,GK,#1,0,0,CONCACAF
Kassall Greene,US Virgin Islands,DEF,#2,1,0,CONCACAF
Dusty Good,US Virgin Islands,DEF,#3,1,0,CONCACAF
Raejae Joseph,US Virgin Islands,DEF,#4,2,0,CONCACAF
Carlos Labrada,US Virgin Islands,DEF,#5,2,0,CONCACAF
Tnoy Andrew,US Virgin Islands,MID,#6,4,0,CONCACAF
MacDonald Taylor Jr,US Virgin Islands,MID,#7,4,0,CONCACAF
Jett Blaschka,US Virgin Islands,MID,#8,6,0,CONCACAF
Avier Christian,US Virgin Islands,MID,#9,6,0,CONCACAF
J.C. Mack,US Virgin Islands,ATK,#10,10,0,CONCACAF
Aaron Dennis,US Virgin Islands,ATK,#11,10,0,CONCACAF
Phillip Jules,British Virgin Islands,GK,#1,0,0,CONCACAF
Joshua Bertie,British Virgin Islands,DEF,#2,1,0,CONCACAF
Liam Blok,British Virgin Islands,DEF,#3,1,0,CONCACAF
Ikyjah Williams,British Virgin Islands,DEF,#4,2,0,CONCACAF
Jerry Wiltshire,British Virgin Islands,DEF,#5,2,0,CONCACAF
Carlos Septus,British Virgin Islands,MID,#6,4,0,CONCACAF
Kristian Javier,British Virgin Islands,MID,#7,4,0,CONCACAF
Jamie Wilson,British Virgin Islands,MID,#8,6,0,CONCACAF
T'Sharne Gallimore,British Virgin Islands,MID,#9,6,0,CONCACAF
Tyler Forbes,British Virgin Islands,ATK,#10,10,0,CONCACAF
Kevin Fisher,British Virgin Islands,ATK,#11,10,0,CONCACAF
Ryan Liddie,Anguilla,GK,#1,0,0,CONCACAF
Germain Hughes,Anguilla,DEF,#2,1,0,CONCACAF
Leo Richardson,Anguilla,DEF,#3,1,0,CONCACAF
Luke Paris,Anguilla,DEF,#4,2,0,CONCACAF
Kion Lee,Anguilla,DEF,#5,2,0,CONCACAF
Carlique Gumbs,Anguilla,MID,#6,4,0,CONCACAF
Jermal Richardson,Anguilla,MID,#7,4,0,CONCACAF
Calvin Morgan,Anguilla,MID,#8,6,0,CONCACAF
Ruvin Richardson,Anguilla,MID,#9,6,0,CONCACAF
Glenville Rogers,Anguilla,ATK,#10,10,0,CONCACAF
Kyle Lake-Bryan,Anguilla,ATK,#11,10,0,CONCACAF
Ederson,Brazil,GK,#1,1,0,CONMEBOL
Danilo,Brazil,DEF,#2,5,0,CONMEBOL
Marquinhos,Brazil,DEF,#3,6,0,CONMEBOL
Thiago Silva,Brazil,DEF,#4,6,0,CONMEBOL
Alex Telles,Brazil,DEF,#5,5,0,CONMEBOL
Fabinho,Brazil,MID,#6,4,0,CONMEBOL
Phillipe Coutinho,Brazil,MID,#7,13,0,CONMEBOL
Arthur,Brazil,MID,#8,7,0,CONMEBOL
Gabriel Jesus,Brazil,ATK,#9,15,0,CONMEBOL
Neymar,Brazil,ATK,#10,20,0,CONMEBOL
Vinicuis Junior,Brazil,ATK,#11,10,0,CONMEBOL
Augustin Marchesin,Argentina,GK,#1,0,0,CONMEBOL
Nicolas Tagliafico,Argentina,DEF,#2,2,0,CONMEBOL
Gonzalo Montiel,Argentina,DEF,#3,2,0,CONMEBOL
Lisando Martinez,Argentina,DEF,#4,3,0,CONMEBOL
Leandro Paredes,Argentina,MID,#5,5,0,CONMEBOL
Nicolas Otamendi,Argentina,DEF,#6,3,0,CONMEBOL
Angel Di Maria,Argentina,ATK,#7,10,0,CONMEBOL
Exequiel Palacios,Argentina,MID,#8,5,0,CONMEBOL
Lautaro Martinez,Argentina,ATK,#9,10,0,CONMEBOL
Lionel Messi,Argentina,ATK,#10,20,0,CONMEBOL
Sergio Aguero,Argentina,ATK,#11,15,0,CONMEBOL
Fernando Muslera,Uruguay,GK,#1,0,0,CONMEBOL
Jose Gimenez,Uruguay,DEF,#2,3,0,CONMEBOL
Diego Godin,Uruguay,DEF,#3,3,0,CONMEBOL
Matias Vina,Uruguay,DEF,#4,2,0,CONMEBOL
Damian Suarez,Uruguay,DEF,#5,2,0,CONMEBOL
Rodrigo Bentacur,Uruguay,MID,#6,3,0,CONMEBOL
Lucas Torreira,Uruguay,MID,#7,5,0,CONMEBOL
Federico Valverde,Uruguay,MID,#8,6,0,CONMEBOL
Maxi Gomez,Uruguay,ATK,#9,8,0,CONMEBOL
Luis Suarez,Uruguay,ATK,#10,20,0,CONMEBOL
Edinson Cavani,Uruguay,ATK,#11,15,0,CONMEBOL
David Ospina,Colombia,GK,#1,0,0,CONMEBOL
Jeison Murillo,Colombia,DEF,#2,2,0,CONMEBOL
Yerry Mina,Colombia,DEF,#3,3,0,CONMEBOL
Frank Fabra,Colombia,DEF,#4,3,0,CONMEBOL
Santiago Arias,Colombia,DEF,#5,2,0,CONMEBOL
Wilmar Barrios,Colombia,MID,#6,5,0,CONMEBOL
James Rodriguez,Colombia,MID,#7,10,0,CONMEBOL
Mateus Uribe,Colombia,MID,#8,5,0,CONMEBOL
Juan Quintero,Colombia,MID,#9,8,0,CONMEBOL
Juan Cuadrado,Colombia,MID,#10,8,0,CONMEBOL
Luis Muriel,Colombia,ATK,#11,10,0,CONMEBOL
Claudio Bravo,Chile,GK,#1,0,0,CONMEBOL
Nicolas Diaz,Chile,DEF,#2,1,0,CONMEBOL
Guillermo Maripan,Chile,DEF,#3,1,0,CONMEBOL
Mauricio Isla,Chile,DEF,#4,2,0,CONMEBOL
Paulo Diaz,Chile,DEF,#5,2,0,CONMEBOL
Charles Aranguiz,Chile,MID,#6,6,0,CONMEBOL
Alexis Sanchez,Chile,ATK,#7,10,0,CONMEBOL
Arturo Vidal,Chile,MID,#8,6,0,CONMEBOL
Jean Meneses,Chile,ATK,#9,8,0,CONMEBOL
Cesar Pinares,Chile,MID,#10,6,0,CONMEBOL
Felipe Mora,Chile,ATK,#11,8,0,CONMEBOL
Pedro Gallese,Peru,GK,#1,0,0,CONMEBOL
Luis Abram,Peru,DEF,#2,2,0,CONMEBOL
Aldo Corzo,Peru,DEF,#3,2,0,CONMEBOL
Anderson Santamaria,Peru,DEF,#4,3,0,CONMEBOL
Miguel Araujo,Peru,DEF,#5,2,0,CONMEBOL
Miguel Trauco,Peru,DEF,#6,3,0,CONMEBOL
Andy Polo,Peru,ATK,#7,8,0,CONMEBOL
Yoshimar Yotun,Peru,MID,#8,6,0,CONMEBOL
Edison Flores,Peru,ATK,#9,10,0,CONMEBOL
Christian Cueva,Peru,MID,#10,7,0,CONMEBOL
Raul Ruidiaz,Peru,ATK,#11,8,0,CONMEBOL
Wuilker Farinez,Venezuela,GK,#1,0,0,CONMEBOL
Wilker Angel,Venezuela,DEF,#2,2,0,CONMEBOL
Yordon Osorio,Venezuela,DEF,#3,3,0,CONMEBOL
Jhon Chancellor,Venezuela,DEF,#4,4,0,CONMEBOL
Junior Moreno,Venezuela,MID,#5,5,0,CONMEBOL
Bernaldo Manzano,Venezuela,MID,#6,6,0,CONMEBOL
Darwin Machis,Venezuela,ATK,#7,11,0,CONMEBOL
Tomas Rincon,Venezuela,MID,#8,8,0,CONMEBOL
Fernando Aristeguieta,Venezuela,ATK,#9,9,0,CONMEBOL
Yeferson Soteldo,Venezuela,MID,#10,10,0,CONMEBOL
Juan Pablo Anor,Venezuela,MID,#11,7,0,CONMEBOL
Antony Silva,Paraguay,GK,#1,0,0,CONMEBOL
Robert Rojas,Paraguay,DEF,#2,2,0,CONMEBOL
Omer Alderete,Paraguay,DEF,#3,3,0,CONMEBOL
Fabian Balbuena,Paraguay,DEF,#4,4,0,CONMEBOL
Gaston Gimenez,Paraguay,MID,#5,5,0,CONMEBOL
Junior Alonso,Paraguay,DEF,#6,6,0,CONMEBOL
Raul Bobadilla,Paraguay,ATK,#7,9,0,CONMEBOL
Richard Sanchez,Paraguay,MID,#8,7,0,CONMEBOL
Antonio Sanabria,Paraguay,ATK,#9,10,0,CONMEBOL
Miguel Almiron,Paraguay,MID,#10,8,0,CONMEBOL
Angel Romero,Paraguay,ATK,#11,11,0,CONMEBOL
Alexander Dominguez,Ecuador,GK,#1,0,0,CONMEBOL
Mario Pineida,Ecuador,DEF,#2,2,0,CONMEBOL
Xavier Arreaga,Ecuador,DEF,#3,3,0,CONMEBOL
Beder Caicedo,Ecuador,DEF,#4,4,0,CONMEBOL
Robert Arboleda,Ecuador,DEF,#5,5,0,CONMEBOL
Renato Ibarra,Ecuador,MID,#6,6,0,CONMEBOL
Carlos Gruezo,Ecuador,MID,#7,7,0,CONMEBOL
Jhegson Mendez,Ecuador,MID,#8,8,0,CONMEBOL
Gonzalo Plata,Ecuador,MID,#9,9,0,CONMEBOL
Angel Mena,Ecuador,MID,#10,10,0,CONMEBOL
Michael Estrada,Ecuador,ATK,#11,11,0,CONMEBOL
Carlos Lampe,Bolivia,GK,#1,0,0,CONMEBOL
Ronny Montero,Bolivia,DEF,#2,2,0,CONMEBOL
Diego Bejarano,Bolivia,DEF,#3,3,0,CONMEBOL
Jose Sagredo,Bolivia,DEF,#4,4,0,CONMEBOL
Adrian Jusino,Bolivia,DEF,#5,5,0,CONMEBOL
Diego Wayar,Bolivia,MID,#6,6,0,CONMEBOL
Juan Carlos Arce,Bolivia,ATK,#7,10,0,CONMEBOL
Alejandro Chumacero,Bolivia,MID,#8,7,0,CONMEBOL
Marcelo Moreno,Bolivia,ATK,#9,11,0,CONMEBOL
Moises Villarreol,Bolivia,MID,#10,8,0,CONMEBOL
Victor Abrego,Bolivia,ATK,#11,9,0,CONMEBOL
Stefan Marinovic,New Zealand,GK,#1,0,0,OFC
Michael Boxall,New Zealand,DEF,#2,1,0,OFC
Bill Tuiloma,New Zealand,DEF,#3,1,0,OFC
Winston Reid,New Zealand,DEF,#4,2,0,OFC
Tommy Smith,New Zealand,DEF,#5,2,0,OFC
Alex Ruffer,New Zealand,MID,#6,4,0,OFC
Ryan Thomas,New Zealand,MID,#7,6,0,OFC
Marco Rojas,New Zealand,MID,#8,6,0,OFC
Michael McGlinchey,New Zealand,MID,#9,6,0,OFC
Andre De Jong,New Zealand,ATK,#10,10,0,OFC
Chris Wood,New Zealand,ATK,#11,20,0,OFC
Desmond Tutu,Solomon Islands,GK,#1,0,0,OFC
Hadisi Aengari,Solomon Islands,DEF,#2,1,0,OFC
Boni Pride,Solomon Islands,DEF,#3,1,0,OFC
Richard Hiromana,Solomon Islands,DEF,#4,2,0,OFC
Emmanuel Poila,Solomon Islands,DEF,#5,2,0,OFC
Jerry Donga,Solomon Islands,MID,#6,4,0,OFC
Atkin Kaua,Solomon Islands,MID,#7,4,0,OFC
Micah Lea'alafa,Solomon Islands,MID,#8,6,0,OFC
Gagame Feni,Solomon Islands,MID,#9,6,0,OFC
Tutizama Tanito,Solomon Islands,MID,#10,6,0,OFC
Adrian Mara,Solomon Islands,ATK,#11,10,0,OFC
Rocky Nyikeine,New Caledonia,GK,#1,0,0,OFC
Joseph Tchako,New Caledonia,DEF,#2,1,0,OFC
Emile Bearune,New Caledonia,DEF,#3,1,0,OFC
Jacques Wamytan,New Caledonia,DEF,#4,2,0,OFC
Jorys Mene,New Caledonia,DEF,#5,2,0,OFC
Cedric Sansot,New Caledonia,MID,#6,4,0,OFC
Didier Simane,New Caledonia,MID,#7,4,0,OFC
Geordy Gony,New Caledonia,MID,#8,6,0,OFC
Cesar Zeoula,New Caledonia,MID,#9,6,0,OFC
Betrand Kai,New Caledonia,ATK,#10,10,0,OFC
Jean-Philippe Saiko,New Caledonia,ATK,#11,10,0,OFC
Teave Teamotuaitau,Tahiti,GK,#1,0,0,OFC
Marama Amau,Tahiti,DEF,#2,1,0,OFC
Matatia Paama,Tahiti,DEF,#3,1,0,OFC
Jean-Claude Paraue,Tahiti,DEF,#4,2,0,OFC
Farearii Tuteina,Tahiti,DEF,#5,2,0,OFC
Kevin Barbe,Tahiti,MID,#6,4,0,OFC
Rooarii Roo,Tahiti,MID,#7,4,0,OFC
Stanley Atani,Tahiti,MID,#8,6,0,OFC
Tamatoa Tetauira,Tahiti,MID,#9,6,0,OFC
Manarii Porlier,Tahiti,ATK,#10,10,0,OFC
Teanoui Tehau,Tahiti,ATK,#11,10,0,OFC
Simione Tamanisau,Fiji,GK,#1,0,0,OFC
Kavaia Rawaqa,Fiji,DEF,#2,1,0,OFC
Laisenia Naioko,Fiji,DEF,#3,1,0,OFC
Kishan Sami,Fiji,DEF,#4,2,0,OFC
Remueru Tekiate,Fiji,DEF,#5,2,0,OFC
Patrick Joseph,Fiji,MID,#6,4,0,OFC
Ame Votoniu,Fiji,MID,#7,4,0,OFC
Dave Radrigai,Fiji,MID,#8,6,0,OFC
Christopher Wasasala,Fiji,MID,#9,6,0,OFC
Roy Krishna,Fiji,ATK,#10,20,0,OFC
Tito Vodowaqa,Fiji,ATK,#11,10,0,OFC
Chikau Mansala,Vanuatu,GK,#1,0,0,OFC
Jason Thomas,Vanuatu,DEF,#2,1,0,OFC
Joseph Iaruel,Vanuatu,DEF,#3,1,0,OFC
Selwyn Vatu,Vanuatu,DEF,#4,2,0,OFC
Brian Kaltack,Vanuatu,DEF,#5,2,0,OFC
John Alick,Vanuatu,MID,#6,4,0,OFC
Bong Kalo,Vanuatu,MID,#7,4,0,OFC
Mitch Cooper,Vanuatu,MID,#8,6,0,OFC
Elkington Molivakrua,Vanuatu,MID,#9,6,0,OFC
Tony Kaltack,Vanuatu,ATK,#10,15,0,OFC
Kensi Tangis,Vanuatu,ATK,#11,10,0,OFC
Ronald Warisan,Papua New Guinea,GK,#1,0,0,OFC
Felix Komolong,Papua New Guinea,DEF,#2,1,0,OFC
Alwin Komolong,Papua New Guinea,DEF,#3,1,0,OFC
Koriak Upaiga,Papua New Guinea,DEF,#4,2,0,OFC
Daniel Joe,Papua New Guinea,DEF,#5,2,0,OFC
Jacob Sabua,Papua New Guinea,MID,#6,4,0,OFC
Patrick Aisa,Papua New Guinea,MID,#7,4,0,OFC
Emmanuel Simon,Papua New Guinea,MID,#8,6,0,OFC
Michael Foster,Papua New Guinea,MID,#9,6,0,OFC
Raymond Gunemba,Papua New Guinea,ATK,#10,10,0,OFC
Nigel Dabinyaba,Papua New Guinea,ATK,#11,10,0,OFC
Nicky Salapu,American Samoa,GK,#1,0,0,OFC
Jayiah Saelua,American Samoa,DEF,#2,1,0,OFC
Uasila'a Heleta,American Samoa,DEF,#3,1,0,OFC
Ryan Samueli,American Samoa,DEF,#4,2,0,OFC
Ueli Tualaulelei,American Samoa,DEF,#5,2,0,OFC
Kuresa Taga'i,American Samoa,MID,#6,4,0,OFC
Austin Kaleopa,American Samoa,MID,#7,4,0,OFC
Milo Tatia,American Samoa,MID,#8,6,0,OFC
Chris Faamoana,American Samoa,MID,#9,6,0,OFC
Walter Pati,American Samoa,ATK,#10,10,0,OFC
MJ Faoa-Danielson,American Samoa,ATK,#11,10,0,OFC
Faalavelave Matagi,Samoa,GK,#1,0,0,OFC
Andrew Setefano,Samoa,DEF,#2,1,0,OFC
Lawrie Letutusa,Samoa,DEF,#3,1,0,OFC
Faitalia Hamilton-Pama,Samoa,DEF,#4,2,0,OFC
Sean Atherton,Samoa,DEF,#5,2,0,OFC
Mike Saofaiga,Samoa,MID,#6,4,0,OFC
Keone Kapisi,Samoa,MID,#7,4,0,OFC
Willie Sauiluma,Samoa,MID,#8,6,0,OFC
George Konusi,Samoa,MID,#9,6,0,OFC
Andrew Mobberley,Samoa,ATK,#10,10,0,OFC
Vito Laloata,Samoa,ATK,#11,10,0,OFC
Mahe Malafu,Tonga,GK,#1,0,0,OFC
Siuloa Fahina,Tonga,DEF,#2,1,0,OFC
Semisi Otukolo,Tonga,DEF,#3,1,0,OFC
Timote Fakasi'I'eiki,Tonga,DEF,#4,2,0,OFC
Sione Uhatahi,Tonga,DEF,#5,2,0,OFC
Kamaliele Papani,Tonga,MID,#6,4,0,OFC
Vai Lutu,Tonga,MID,#7,4,0,OFC
Petueli Tokotaha,Tonga,MID,#8,6,0,OFC
Tuia Falepapalangi,Tonga,MID,#9,6,0,OFC
Hemaloto Polovili,Tonga,ATK,#10,10,0,OFC
Lafaele Moala,Tonga,ATK,#11,10,0,OFC
Tahiri Elikana,Cook Islands,GK,#1,0,0,OFC
Tyrell Baringer-Tahiri,Cook Islands,DEF,#2,1,0,OFC
Nathan Tisam,Cook Islands,DEF,#3,1,0,OFC
Paavo Mustonen,Cook Islands,DEF,#4,2,0,OFC
Joseph Mitimariki,Cook Islands,DEF,#5,2,0,OFC
Gichin Fuhiniu,Cook Islands,MID,#6,4,0,OFC
Grover Harmon,Cook Islands,MID,#7,4,0,OFC
Taylor Saghbai,Cook Islands,MID,#8,6,0,OFC
Jake Stuart,Cook Islands,MID,#9,6,0,OFC
Campbell Best,Cook Islands,ATK,#10,10,0,OFC
Harlem Simiona,Cook Islands,ATK,#11,10,0,OFC
Thibaut Courtois,Belgium,GK,#1,0,0,UEFA
Jason Denayer,Belgium,DEF,#2,2,0,UEFA
Toby Alderweireld,Belgium,DEF,#3,2,0,UEFA
Jan Vertonghen,Belgium,DEF,#4,2,0,UEFA
Thomas Meunier,Belgium,DEF,#5,4,0,UEFA
Timothy Castagne,Belgium,DEF,#6,4,0,UEFA
Axel Witsel,Belgium,MID,#7,4,0,UEFA
Kevin De Bruyne,Belgium,MID,#8,10,0,UEFA
Eden Hazard,Belgium,ATK,#9,12,0,UEFA
Dries Mertens,Belgium,ATK,#10,10,0,UEFA
Romelu Lukaku,Belgium,ATK,#11,12,0,UEFA
Hugo Lloris,France,GK,#1,0,0,UEFA
Lucas Digne,France,DEF,#2,2,0,UEFA
Raphael Varane,France,DEF,#3,1,0,UEFA
Lucas Hernandez,France,DEF,#4,2,0,UEFA
Benjamin Pavard,France,DEF,#5,4,0,UEFA
Ngolo Kante,France,MID,#6,3,0,UEFA
Corentin Tolisso,France,MID,#7,4,0,UEFA
Paul Pogba,France,MID,#8,6,0,UEFA
Kingsley Coman,France,ATK,#9,8,0,UEFA
Antoine Griezmann,France,ATK,#10,10,0,UEFA
Kylian Mbappe,France,ATK,#11,15,0,UEFA
Nick Pope,England,GK,#1,0,0,UEFA
Ben Chilwell,England,DEF,#2,4,0,UEFA
Eric Dier,England,DEF,#3,1,0,UEFA
Harry Maguire,England,DEF,#4,2,0,UEFA
Kyle Walker,England,DEF,#5,2,0,UEFA
Jordan Henderson,England,DEF,#6,4,0,UEFA
Declan Rice,England,MID,#7,3,0,UEFA
Jadon Sancho,England,MID,#8,8,0,UEFA
Raheem Sterling,England,ATK,#9,8,0,UEFA
Harry Kane,England,ATK,#10,12,0,UEFA
Marcus Rashford,England,ATK,#11,10,0,UEFA
Dominik Livakovic,Croatia,GK,#1,0,0,UEFA
Duje Caleta-Car,Croatia,DEF,#2,1,0,UEFA
Dejan Lovren,Croatia,DEF,#3,1,0,UEFA
Domagoj Vida,Croatia,DEF,#4,2,0,UEFA
Sime Vrsalijko,Croatia,DEF,#5,2,0,UEFA
Mario Kovacic,Croatia,MID,#6,4,0,UEFA
Mario Pasalic,Croatia,MID,#7,4,0,UEFA
Luka Modric,Croatia,MID,#8,6,0,UEFA
Ivan Perisic,Croatia,MID,#9,8,0,UEFA
Andre Kramaric,Croatia,ATK,#10,10,0,UEFA
Ante Rebic,Croatia,ATK,#11,10,0,UEFA
Rui Patricio,Portugal,GK,#1,0,0,UEFA
Nelson Semedo,Portugal,DEF,#2,3,0,UEFA
Ruben Dias,Portugal,DEF,#3,1,0,UEFA
Pepe,Portugal,DEF,#4,2,0,UEFA
Raphhael Guerreiro,Portugal,DEF,#5,5,0,UEFA
Joao Moutinho,Portugal,MID,#6,4,0,UEFA
William Carvalho,Portugal,MID,#7,2,0,UEFA
Bernardo Silva,Portugal,MID,#8,7,0,UEFA
Joao Felix,Portugal,MID,#9,8,0,UEFA
Diogo Jota,Portugal,MID,#10,10,0,UEFA
Cristiano Ronaldo,Portugal,ATK,#11,20,0,UEFA
Yann Sommer,Switzerland,GK,#1,0,0,UEFA
Manuel Akanki,Switzerland,DEF,#2,1,0,UEFA
Nico Elvedi,Switzerland,DEF,#3,1,0,UEFA
Fabian Schar,Switzerland,DEF,#4,2,0,UEFA
Ricardo Rodriguez,Switzerland,DEF,#5,2,0,UEFA
Granit Xhaka,Switzerland,MID,#6,5,0,UEFA
Remo Freuler,Switzerland,MID,#7,4,0,UEFA
Xherdan Shaqiri,Switzerland,MID,#8,8,0,UEFA
Admir Mehmedi,Switzerland,MID,#9,6,0,UEFA
Breel Embolo,Switzerland,ATK,#10,10,0,UEFA
Haris Seferovic,Switzerland,ATK,#11,10,0,UEFA
David De Gea,Spain,GK,#1,0,0,UEFA
Inigo Martinez,Spain,DEF,#2,1,0,UEFA
Sergio Ramos,Spain,DEF,#3,5,0,UEFA
Dani Carvajal,Spain,DEF,#4,2,0,UEFA
Jose Luis Gaya,Spain,DEF,#5,2,0,UEFA
Rodri,Spain,MID,#6,3,0,UEFA
Koke,Spain,MID,#7,3,0,UEFA
Dani Olmo,Spain,MID,#8,8,0,UEFA
Mika Oyarzabal,Spain,ATK,#9,8,0,UEFA
Ansu Fati,Spain,ATK,#10,8,0,UEFA
Alvaro Morata,Spain,ATK,#11,10,0,UEFA
Kasper Schmeichel,Denmark,GK,#1,0,0,UEFA
Andreas Christensen,Denmark,DEF,#2,1,0,UEFA
Simon Kjaer,Denmark,DEF,#3,1,0,UEFA
Joakim Maehle,Denmark,DEF,#4,2,0,UEFA
Rasmus Kristensen,Denmark,DEF,#5,2,0,UEFA
Thomas Delaney,Denmark,MID,#6,4,0,UEFA
Pierre-Emile Hojbjerg,Denmark,MID,#7,4,0,UEFA
Christian Eriksen,Denmark,MID,#8,8,0,UEFA
Pione Sisto,Denmark,ATK,#9,7,0,UEFA
Martin Braithwaite,Denmark,ATK,#10,10,0,UEFA
Yussuf Poulsen,Denmark,ATK,#11,10,0,UEFA
Manuel Neuer,Germany,GK,#1,0,0,UEFA
Lukas Klostermann,Germany,DEF,#2,1,0,UEFA
Nico Schultz,Germany,DEF,#3,2,0,UEFA
Antonio Rudiger,Germany,DEF,#4,1,0,UEFA
Niklas Sule,Germany,DEF,#5,1,0,UEFA
Joshua Kimmich,Germany,MID,#6,4,0,UEFA
Leon Goretzka,Germany,MID,#7,4,0,UEFA
Ilkay Gundogan,Germany,MID,#8,7,0,UEFA
Leroy Sane,Germany,ATK,#9,10,0,UEFA
Serge Gnabry,Germany,ATK,#10,10,0,UEFA
Timo Werner,Germany,ATK,#11,10,0,UEFA
Robin Olsen,Sweden,GK,#1,0,0,UEFA
Victor Lindelof,Sweden,DEF,#2,2,0,UEFA
Pontus Jansson,Sweden,DEF,#3,1,0,UEFA
Ludwig Augustinsson,Sweden,DEF,#4,2,0,UEFA
Mikael Lustig,Sweden,DEF,#5,3,0,UEFA
Viktor Claesson,Sweden,MID,#6,4,0,UEFA
Sebastian Larsson,Sweden,MID,#7,4,0,UEFA
Emil Forsberg,Sweden,MID,#8,6,0,UEFA
Dejan Kulusevski,Sweden,MID,#9,8,0,UEFA
Alexander Isak,Sweden,ATK,#10,10,0,UEFA
Zlatan Ibrahimovic,Sweden,ATK,#11,15,0,UEFA
Jasper Cillessen,Netherlands,GK,#1,0,0,UEFA
Stefan De Vrij,Netherlands,DEF,#2,1,0,UEFA
Virgil Van Dijk,Netherlands,DEF,#3,3,0,UEFA
Daley Blind,Netherlands,DEF,#4,2,0,UEFA
Mathias de Ligt,Netherlands,DEF,#5,2,0,UEFA
Kevin Strootman,Netherlands,MID,#6,4,0,UEFA
Marten De Roon,Netherlands,MID,#7,4,0,UEFA
Georginio Wijnaldum,Netherlands,MID,#8,6,0,UEFA
Steven Bergwijn,Netherlands,MID,#9,6,0,UEFA
Luuk De Jong,Netherlands,ATK,#10,7,0,UEFA
Memphis Depay,Netherlands,ATK,#11,10,0,UEFA
Gianluigi Donnaruma,Italy,GK,#1,0,0,UEFA
Dominic Criscito,Italy,DEF,#2,2,0,UEFA
Leonardo Bonucci,Italy,DEF,#3,2,0,UEFA
Giorgio Chiellini,Italy,DEF,#4,1,0,UEFA
Alessandro Florenzi,Italy,DEF,#5,2,0,UEFA
Jorginho,Italy,MID,#6,4,0,UEFA
Marco Veratti,Italy,MID,#7,4,0,UEFA
Nicolo Zaniolo,Italy,MID,#8,7,0,UEFA
Sebastian Giovinco,Italy,ATK,#9,10,0,UEFA
Stephan El Shaarrawy,Italy,ATK,#10,10,0,UEFA
Andrea Belotti,Italy,ATK,#11,12,0,UEFA
Wayne Hennessey,Wales,GK,#1,0,0,UEFA
Joe Rodon,Wales,DEF,#2,1,0,UEFA
Ethan Ampadu,Wales,DEF,#3,1,0,UEFA
Connor Roberts,Wales,DEF,#4,2,0,UEFA
Ben Davies,Wales,DEF,#5,2,0,UEFA
Joe Morrell,Wales,MID,#6,4,0,UEFA
David Brooks,Wales,MID,#7,6,0,UEFA
Daniel James,Wales,MID,#8,6,0,UEFA
Aaron Ramsay,Wales,MID,#9,8,0,UEFA
Hal Robson-Kanu,Wales,ATK,#10,8,0,UEFA
Gareth Bale,Wales,ATK,#11,20,0,UEFA
Lukas Fabianski,Poland,GK,#1,0,0,UEFA
Jan Bednarek,Poland,DEF,#2,1,0,UEFA
Robert Gummy,Poland,DEF,#3,1,0,UEFA
Kamil Glik,Poland,DEF,#4,2,0,UEFA
Maciej Rybus,Poland,DEF,#5,2,0,UEFA
Grzegorz Krychowiak,Poland,MID,#6,4,0,UEFA
Mateusz Klich,Poland,MID,#7,4,0,UEFA
Pior Zielinski,Poland,MID,#8,6,0,UEFA
Kamil Grosicki,Poland,MID,#9,6,0,UEFA
Krzystof Piatek,Poland,ATK,#10,10,0,UEFA
Robert Lewandowski,Poland,ATK,#11,25,0,UEFA
Ciprian Tatarusanu,Romania,GK,#1,0,0,UEFA
Alin Tosca,Romania,DEF,#2,1,0,UEFA
Vlad Chiriches,Romania,DEF,#3,1,0,UEFA
Ionut Nedelcearu,Romania,DEF,#4,2,0,UEFA
Cristian Manea,Romania,DEF,#5,2,0,UEFA
Razvan Marin,Romania,MID,#6,4,0,UEFA
Ciprian Deac,Romania,MID,#7,4,0,UEFA
Ianis Hagi,Romania,MID,#8,6,0,UEFA
Alexandru Maxim,Romania,MID,#9,6,0,UEFA
George Puscas,Romania,ATK,#10,10,0,UEFA
Cladiu Keseru,Romania,ATK,#11,10,0,UEFA
Andrey Lunin,Ukraine,GK,#1,0,0,UEFA
Mykola Matviyenko,Ukraine,DEF,#2,1,0,UEFA
Serhiy Krvstov,Ukraine,DEF,#3,1,0,UEFA
Oleksandr Karavayev,Ukraine,DEF,#4,2,0,UEFA
Vitaly Mykolenko,Ukraine,DEF,#5,2,0,UEFA
Taras Stepanenko,Ukraine,MID,#6,4,0,UEFA
Oleksandr Zinchenko,Ukraine,MID,#7,4,0,UEFA
Marlos,Ukraine,MID,#8,6,0,UEFA
Andriy Yarmolenko,Ukraine,MID,#9,10,0,UEFA
Eugene Konoplyanka,Ukraine,MID,#10,8,0,UEFA
Roman Yaremchuk,Ukraine,ATK,#11,10,0,UEFA
Predard Rajkovic,Serbia,GK,#1,0,0,UEFA
Niklola Maksimovic,Serbia,DEF,#2,1,0,UEFA
